article,date,clusterNum
"    Xuan Thuy, vice chairman of Vietnam's National Assembly and North Vietnam's chief diplomat at the Paris peace talks that led to the withdrawal of American forces from Vietnam, died Tuesday in Hanoi, according to a report on Radio Hanoi Wednesday. He was 73 years old.  Although Mr. Thuy has acted as an international spokesman for Vietnam for nearly four decades since its Communist leadership emerged in the 1950's, his most prominent public position was as North Vietnam's chief representative at the Paris peace talks.  For more than four years until the cease-fire agreement was signed Jan. 27, 1973, the slight, smiling man with the cherubic face headed the North Vietnamese negotiating team. Other negotiators described him as articulate, informed, generally affable and a consumate diplomat. He also served as Hanoi's chief deputy in secret negotiations between Henry A. Kissinger and Le Duc Tho, the North Vietnamese Politburo member.  Mr. Thuy was born in 1912 in the Ha Dong province of North Vietnam and educated at a French high school in Hanoi. He became involved in nationalist politics while still in his early teens.  Fought French Rule as Teen-Ager  In 1926, when he was 14 years old, he joined Ho Chi Minh's Revolutionary Youth League. He was arrested by the French for political agitation twice during the 1920's, the first time when he was 16. When he was 18 he was sent to the penal colony on Con Son Island, then known as Poulo Condore, in the South China Sea.  He joined the Indochina Communist Party in 1938. In 1939, after the outbreak of World War II, he was imprisoned at Sonla in northern Vietnam, and was held there for six years during the Japanese occupation. In prison he edited a clandestine Communist newspaper, Suoi Reo.  Mr. Thuy was released from prison in 1945 at the same time as the Viet Minh, the coalition of Communist and nationalist groups that opposed both the French and the Japanese during the war, was taking power from the Japanese occupation forces. He became editor and director of Cuu Quoc, the official newspaper of the Viet Minh.  In 1946 he was elected to the National Assembly of the Democratic Republic of Vietnam, which the Viet Minh established to resist French rule.  Traveled Abroad in 1950's  Mr. Thuy was sent abroad in 1950, during the war for independence from the French, and in the following years he traveled extensively, visiting Vienna, Stockholm, and Rangoon, Burma, as well as Peking and Moscow. He spoke French and Chinese fluently.  In 1961 and 1962, Mr. Thuy was deputy chairman of the North Vietnamese delegation to the Geneva Conference on Laos. There, facing W. Averell Harriman across the bargaining table, he was described as ''a top-drawer negotiator, a dreadful fellow to face across the table day after day,'' according to an American negotator.  On returning to Hanoi from Geneva, he became Foreign Minister in 1963, but stepped down, ostensibly ''health reasons'' in 1965 after losing a political struggle within the country's leadership when he supported a pro-Moscow line. His replacement, Nguyen Duy Trinh, was regarded as a hard-liner who leaned toward Peking in the Chinese-Soviet ideological struggle.  Mr. Thuy seemed to fall out of favor in Hanoi for several years until returning as a negotiator in the Paris peace talks that began in 1968.  Mr. Thuy was said to have married and had children, but it was not known how many or if they were still alive.  LANGUAGE: ENGLISH  GRAPHIC: photo of Xuan Thuy (UPI, 1972)  TYPE: OBITUARY                      ",June 19 1985 ,11
"   , Thailand, June 26   The Vietnamese Communist Party leader, Le Duan, traveled to the Soviet Union with a delegation today for an official visit, the Hanoi radio announced in a broadcast monitored in Bangkok.  LANGUAGE: ENGLISH                      ",June 27 1985 ,11
"   , Indonesia, June 29   The United States and Vietnam appear willing to consider opening an American technical office in Hanoi to hasten the process of accounting for American servicemen missing since the Vietnam War, according to statements from both countries.  The Reagan Administration, in a statement issued by the United States Embassy in Bangkok, Thailand, made it clear that such a move would depend on a ''significantly'' higher level of Vietnamese cooperation in the search for missing Americans.  The proposal has been discussed with both Hanoi and Washington by Indonesia's Foreign Minister, Mochtar Kusumaatmadja, who has been serving as go-between with Vietnam for the non-Communist Association of Southeast Asian Nations in its efforts to resolve the problem of Cambodia.  In an interview Friday, Mr. Mochtar said that although Washington was reluctant to establish any presence in Hanoi that might be misconstrued as the beginning of diplomatic recognition, the idea of a technical office was ''very much'' alive.  No Need Seen Now  The American statement issued in Bangkok said there appeared to be no necessity at this time for a technical office. But it added:  ''Were circumstances to change, and Vietnam's cooperation to increase significantly in such a way as to require the more frequent or even continuous deployment of technical personnel, we would give it serious consideration. This would, of course, have no relation to the issue of diplomatic relations.''  Tran Ngoc Thach, a spokesman for the Vietnamese Embassy in Bangkok, confirmed that the idea was under consideration but said it had not been directly discussed between the two countries.  The United States, which has no official presence in Hanoi, says progress on the issue of the missing Americans, along with the withdrawal of Vietnamese troops from Cambodia, are prerequisites to better relations. A decade after the end of the Vietnam War, more than 2,400 Americans are still listed as missing in Indochina, 1,375 of them in Vietnam.  The opening of an American technical office in Hanoi, which Mr. Mochtar said the Vietnamese are actively seeking, would establish the first permanent American presence in the country in a decade.  No Full-Time U.S. Groups  Some Americans - among them scholars and scientists, Congressional delegations, journalists and experts from the Joint Casualty Resolution Center in Hawaii - travel to Vietnam on short visits, but no American organizations work full time there.  Mr. Mochtar, who made a series of trips to Hanoi and Washington earlier this year, says he has come to believe that the conflict in Cambodia stands a better chance of being resolved within the context of improved United States-Vietnamese relations. For this reason, he has been trying to bring about better relations between Hanoi and Washington.  The Foreign Minister is preparing for a meeting in Kuala Lumpur in July between Secretary of State George P. Shultz and the foreign ministers of Asean, in which the members are Thailand, Malaysia, Singapore, Indonesia, Brunei and the Philippines.  Mr. Mochtar said Friday that he thought Hanoi should concentrate its efforts on the issue of missing Americans as a humanitarian concern and stop viewing it as a bargaining chip.  'Help Them to Help You'  He said he recently told Vietnam's Foreign Minister, Nguyen Co Thach, that Vietnam had to be ''forthcoming, or at least seem to be forthcoming on this, so you can turn the tide, which is now running against you.''  ''I know the Americans,'' he said he told the Vietnamese. ''Basically, they are fair. There are still people there who are sympathetic to you. Help them to help you. Make it possible to proceed.  ''The Vietnamese are their own biggest enemy,'' he said, ''because while they are willing to move, publicly they always feel that have to be tough.''  Vietnam, which earlier this year agreed to increase the two nations' consultations on the missing from four a year to six, a few weeks ago abruptly postponed a meeting tentatively scheduled for this month. The talks have been rescheduled for next Wednesday through Friday, according to a Pentagon announcement circulating here. Both sides hope the meeting might in clude the first joint examination of a wartime crash site.  Progress Is Reported  The Vietnamese and the Americans who are close to the talks on the missing had both been reporting encouraging progress.  American officials say the idea of a technical office in Hanoi was first proposed in 1973, the year most American troops were withdrawn and two years before the takeover of Saigon by the North Vietnamese.  According to Americans who were involved with the plan, Hanoi first agreed, then later withdrew its approval. The subject has not been reported to have seriously been raised since then.  Mr. Mochtar said Friday that he was encouraged by the recent American statements that did not rule out a technical office.  ''This news, if it is true, is a very welcome development,'' he said. ''Then we can go somewhere.''  LANGUAGE: ENGLISH                      ",June 29 1985 ,11
"      Vietnam has offered to hold high-level talks with the United States to resolve questions within two years on Americans missing in action, State Department officials said today.  The Hanoi offer, conveyed by Foreign Minister Mochtar Kusumaatmadja of Indonesia four days ago, has received a skeptical response from some Administration officials, who regard it as a possible Hanoi maneuver to deflect attention from repeated criticism of its occupation of Cambodia.  There was also strong suspicion voiced by some officials that the offer was made at this time, virtually on the eve of the annual meeting of the chief non-Communist nations of Southeast Asia, to make Hanoi appear conciliatory, after months of being condemned for its military activity along the Thai-Cambodian border.  Nevertheless, the Administration said it would study the offer to see if it represented a sincere desire by Vietnam to end the continuing problem of the more than 2,400 Americans still listed as missing in action in Indochina, of which some 1,375 are believed to be missing in Vietnam.  'An Enormous Advance'  Officials traveling with Secretary of State George P. Shultz in Hong Kong said the offer appeared ''to be an enormous advance over what has been done so far.''  Since the capture of Saigon by the Communists in 1975, the United States has been calling for a full accounting of the missing in action. The Vietnamese, who have repeatedly said they have no interest in making an issue out of the question, have nonetheless been slow about returning the remains of Americans who died in Vietnam and are still listed as missing.  There has been one report, which is given credence by American officials, that the remains of at least 400 Americans are in a Vietnamese warehouse.  Administration officials long ago concluded that they did not believe any Americans were still alive in Vietnam, but the search for the remains of the Americans has continued.  Concern Over Chinese Influence  Mr. Mochtar, who is one of the most eager of the Southeast Asian leaders to seek an easing of tensions with Vietnam, has been urging for some time active high-level talks between Washington and Hanoi. He has said that if such talks could be held, this might lead to resolution of the missing-in-action issue and eventually provide the impetus for diplomatic relations between the United States and Vietnam.  Earlier, Mr. Mochtar had proposed that Hanoi and Washington agree on establishing an American technical mission in Hanoi in an effort to step up the recovery of remains. It was not clear if the Hanoi message was a response to that proposal.  Indonesia is concerned about a resurgence of Chinese influence in the region and would like Vietnam to be a buffer, but recognizes that Vietnam should first pull out of Cambodia.  Administration officials said today that no consideration would be given to diplomatic relations with Vietnam until it agreed to withdraw from Cambodia. ----U.S. Says It Is Interested HONG KONG, Sunday, July 7 - A senior official traveling with Secretary of State Shultz said today that the United States was willing to hold high-level talks with Vietnam but that the United States continued to insist on a settlement in Cambodia as a condition for improving relations with Hanoi.  The official said a new proposal made by Vietnam to hold talks aimed at resolving the issue of missing Americans within two years appeared ''to be an enormous advance over what has been done so far'' in determining the fate of the more than 2,400 Americans still listed as missing in Indochina. ----Inquiry on Remains Demanded SAN FRANCISCO, July 6 (AP) - A Florida woman demanding independent identification of 13 American servicemen killed in a 1972 plane crash in Laos has won a federal court order barring the Air Force from returning their remains to relatives.  Ann Hart of Pensacola, Fla., the widow of one of the servicemen, obtained the temporary restraining order late Friday night. The remains were received at Travis Air Force Base Friday night.  LANGUAGE: ENGLISH                      ",July 6 1985 ,11
"    KONG, July 7   Vietnam has promised to return the remains of 26 more American servicemen who died in the Vietnam War, the largest such turnover since the fighting ended, Americans officials said today.  Officials traveling with Secretary of State George P. Shultz on a tour of Southeast Asia and Australia appeared surprised and delighted at the commitment, which was made to a United States military casualty research group that just ended a three-day mission to Hanoi.  Visit With Cambodia Rebels  On Monday, Mr. Shultz will meet with Thai officials in Bangkok, and on Tuesday he will visit a Cambodian refugee camp inside Thailand on the border with Cambodia. United States officials said Mr. Shultz would meet with two leaders of Cambodia's non-Communist resistance movement in Bangkok.  Hanoi's offer to return the Americans' remains followed a Vietnamese proposal last week to open talks aimed at clearing up the question of missing Americans within two years, a proposal that the American officials said they intended to explore quickly.  ''I think in this meeting we had expected some concrete results; the magnitude of what we got was unexpected,'' said a Reagan Administration official who has been involved in trying to determine the fate of the 2,400 Americans listed as missing in Indochina, more than half of them in Vietnam.  All Were Military Personnel  The officials traveling with Mr. Shultz said Vietnam had provided names for all of the 26 people whose remains were to be turned over and had said all were military personnel.  They said the remains would be processed by the Joint Casualty Research Center in Hawaii to confirm the identifications before families were notified. They added that they had established that some of the names on the list matched servicemen known to have been taken prisoner, but who never came out of Vietnam.  The American officials reported the Vietnamese had said the remains were found ''in the provinces'' and had given no further explanation.  It is expected to take six to eight weeks to complete arrangements for the turnover, the officials said. They said the Vietnamese had also provided ''material evidence or information'' on six other missing Americans.  Until now, the largest number of Americans whose remains were provided by Vietnam was around 20 in 1975, one official said. Since then, remains have been turned over sporadically in groups of six to eight at a time.  Crash Site Is Surveyed  The primary activity of the technical group that visited Vietnam last week was to survey the site of a B-52 crash as a step toward excavation, the officials said. They said that Hanoi had not made a commitment to excavate the site but that a survey to determine the time and manpower required to do so was a normal preliminary.  A senior Administration official said that before responding to Vietnam's expressed willingness to settle the question, the United States must ''define clearly on our side'' what needs to be done to accomplish the work on a two-year schedule. The officials indicated that they would do this as quickly as possible, adding that two years was not too long a time considering the large number of sites that will probably have to be excavated.  ''On the technical level, what we are talking about is mid-rank military people digging the mud, essentially,'' one of the officials said.  The technical mission made one of six such visits to Vietnam that are permitted each year under an agreement worked out early this year.  The American officials here said the United States was willing to consider establishing a permanent technical presence in Hanoi if that became necessary to facilitate the search for and processing of remains, but they stressed that that was not to be interpreted as movement toward normalization of relations between Washington and Hanoi. They said that still depended upon Vietnam's ending its military occupation of Cambodia.  But a senior official said the Indonesian Foreign Minister, Mochtar Kusumaatmadja, who is serving as a go-between for Vietnam and the United States, had told the Vietnamese that while the Cambodian occupation stood in the way of normal relations, the issue of the missing Americans also constituted an obstacle.  The officials said that while Vietnam's latest proposal spoke of ''high-level talks,'' it was expected that contacts would continue to be between the Vietnamese Foreign Minister and various assistant secretaries of state or defense or senior members of the National Security Council. Five such meetings have been held in the last three years, they said. ---- #100 Bodies Already Returned WASHINGTON, July 7 - A State Department official said today that Vietnam had previously returned the remains of about 100 American soldiers.  Every time remains have been returned, Vietnam has asserted that the bodies were recently discovered and that it knew of no others, the official said. He said Washington was skeptical of such claims because some of the remains were of servicemen known to have been captured in Vietnam.  LANGUAGE: ENGLISH                      ",July 7 1985 ,11
"    LUMPUR, Malaysia, July 10   Secretary of State George P. Shultz said today that the Reagan Administration was ready to work ''promptly and decisively'' with Vietnam to resolve the issue of missing Americans.  In his first public response to a request for ''high level'' talks on the issue passed from Hanoi to Washington last week by Foreign Minister Mochtar Kusumaatmadja of Indonesia, Mr. Shultz said at a news conference at the United States Embassy here today:  ''I think the next step for us is - as we will be doing - to organize the kind of group we think would be best able to respond and to let them know in Hanoi that we'd like to start to work on this problem. We want to work at it as promptly and decisively as possible.''  Mr. Shultz's comments followed a decision by Vietnam last week to turn over the remains of 26 Americans thought to have died in Indochina. This was the largest repatriation of remains of M.I.A.'s - missing in action - announced since 1975, when South Vietnam fell to the armies of the North, two years after the withdrawal of American forces. More than 2,400 Americans are still listed as missing in Indochina, over half of them in Vietnam.  Criticizes Congress on Cambodia  In his remarks today, Mr. Shultz was also critical of Congress for what he called its ''changeability'' as he expressed the Administration's reservations about Congressional efforts to provide non-Communist forces battling Vietnamese troops in Cambodia with $5 million that could be used for military aid. The measure was approved by the House of Representatives on Tuesday.  ''I think we're going to have greater success in our program if we keep it the way it is now,'' he said, referring to the Administration's limiting of aid to mostly humanitarian expenditures.  ''Congress is a very changeable operation,'' he said. ''They are in favor of something at one time and then some things can happen and they can change their mind and you've got a program that's working that gets derailed. We'd like to avoid that.''  Mr. Shultz is in Kuala Lumpur for annual consultations with ministers of the member nations of the Association of Southeast Asian Nations - Thailand, Malaysia, Singapore, Indonesia, Brunei and the Philippines.  The Secretary, asked by reporters to clear up a misunderstanding about whether he had brought Thailand a new letter of support from President Reagan, said he had not presented such a document to Prime Minister Prem Tinsulanonda when they met in Bangkok on Monday. But he indicated that the subject had come up in their conversation when the Thai leader referred to an letter Mr. Reagan sent last April. The letter pledged backing for Thailand in the face of what both countries view as Vietnam's threatening presence in Cambodia.  In his answers to questions at the news conference, he indicated that the United States was prepared to deal with Vietnam directly at a high level. Officials traveling in the Shultz party have suggested that Paul D. Wolfowitz, Assistant Secretary of State for East Asian and Pacific Affairs, might be among officials likely to visit Hanoi, with which the United States has no formal diplomatic relations.  Indonesian Is Thanked  Mr. Shultz thanked Foreign Minister Mochtar of Indonesia, with whom he will meet privately Thursday, for his efforts in ''supporting our concerns about the M.I.A.-P.O.W. issue.'' He added that on the larger issue of diplomatic ties, Washington would prefer to act on its own.  LANGUAGE: ENGLISH                      ",July 10 1985 ,11
"      THERE was optimism last week among many Government officials - and among surviving family members - that the mystery of 2,464 Americans still unaccounted for after the war in Indochina may be closer to resolution.  A United States-sponsored research group that completed a three-day mission in Hanoi early this month reported that the Vietnamese had promised to return the remains of 26 American servicemen and ''material evidence'' regarding the fate of six others. It would be the largest such turnover in the 10 years since the fighting ended.  Potentially more significant, members of the group reported, the Vietnamese took them to a B-52 crash site outside of Hanoi, and left the impression they may be willing, after years of entreaties, to permit a search of the wreckage of other downed aircraft.  The Pentagon believes there are ''several hundred'' such crash sites in Vietnam that may contain enough evidence to close the books on many of the 1,820 missing in that country.  A week earlier, another American team completed its first excavation in Laos, where 556 Americans remain on the missing list. A two-week sifting of a nearly obliterated AC-130 gunship shot down in 1972 produced 13 identifiable sets of remains.  Richard L. Armitage, Assistant Secretary of Defense for international security affairs, said that so far the Vietnamese had made no commitment to allow American teams in, but he regarded the B-52 visit as ''an indication that they're certainly leaning in that direction.''  Signal of a Policy Decision  The developments came after a Vietnamese proposal to open talks aimed at resolving questions about the missing Americans within two years.  ''We've never before had this large a turnover, or any kind of a time commitment,'' said Ann Mills Griffiths, executive director of the National League of P.O.W.-M.I.A. Families. ''It signals a policy decision on their part, and we obviously welcome that.'' ''That doesn't mean we're near the end,'' she added.  Nor does it touch on the matter of whether any Americans are still in captivity in Vietnam. A special House committee concluded in 1976 that ''no Americans are still being held alive as prisoners in Indochina, or elsewhere, as a result of the war in Indochina.''  The chairman of the panel, Representative G. V. Montgomery, Democrat of Mississippi, still gets periodic briefings from Pentagon intelligence specialists.  ''They can't give me a name,'' Mr. Montgomery said last week. ''They can't give me strong evidence.'' A panel appointed by President Carter also concluded that there were no captives.  The Nature of the 'Evidence'  The Administration has been less inclined to rule out that possibility. The official view today, Mr. Armitage said, is: ''We act under the assumption that there is at least one American held against his will in Indochina.''  The ''evidence'' regarding captives appears to consist almost entirely of reports from Vietnamese refugees who say they once saw what they thought were Americans. The Pentagon has recorded 774 such reported sightings; so far, most of the eyewitness accounts either have involved Americans who returned or have been discounted, sometimes with the assistance of lie-detector tests, as fabrications.  That leaves 123 sightings still being examined, according to officials.  Col. Gerald S. Venanzi, a former prisoner of the Vietnamese who is the Pentagon's senior adviser on P.O.W. and M.I.A. affairs, said there is little even in those active files to raise hopes.  Very few of the witnesses mention talking to the alleged American captives. Half are sightings of white men not under guard - possibly Russian advisers, European diplomats or reporters. Only two of the reported sightings have taken place since 1980, and 18 were before the fall of Saigon.  ''A lot among that 123 are just so vague that there is no place to go with them,'' Colonel Venanzi said. ''There's nothing I'd want to take to the store and say, 'This is it, boss.' ''  Still, he is convinced ''there's a lot to investigate.'' The M.I.A. search office told Congress last month it has ''a virtually unlimited budget'' for the cause.  Some critics feel the Administration has exploited the missing Americans. Every year, families of the missing servicemen have been airlifted to Washington for P.O.W.-M.I.A. Recognition Day - some 800 are expected to fly in at Government expense for a gathering on Friday. On such occasions, the hope has been encouraged that some of the missing will emerge alive.  To those who say such displays raise false hope or smack too much of political showmanship, Mr. Armitage replies that they have paid off, perhaps convincing Hanoi that any hope of normal diplomatic relations depends on as full a reckoning as possible.  No one expects that all of the missing Americans will ever be accounted for. Many are presumed to have crashed into the sea or dense jungle, and the tropical climate quickly destroys evidence.  About 8,100 Americans still remain unaccounted for from the Korean war, and more than 78,000 from World War II, where the United States had the victor's advantage of unimpeded access to former battlefields and crash sites.  At what point will the Administration be satisfied?  Said Mr. Armitage: ''It's kind of like enlightenment. You know when you're there.''  LANGUAGE: ENGLISH  GRAPHIC: Photo of remains of an Air Force man shot down in Laos in 1972 being transferred to hearse (United Press International)                      ",July 14 1985 ,11
"      The music of the Army Band was punctuated by the firing of the four cannon. Minutes later, the helicopters were seen in the distance.  They came in low, their 10 sets of propellers beating furiously. As they climbed the small hill and prepared to fly over the Pentagon, one suddenly peeled off, trailing a plume of purple smoke. The crowd below saw, heard, felt the other nine streak overhead.  It was yet another episode in a war that President Reagan has said has never ended, at least for the families and friends of the 2,464 Americans still officially listed as unaccounted for, most of them in Vietnam, Laos and Cambodia. Today, by the President's declaration, was National P.O.W./M.I.A. Recognition Day.  'A Special Duty'  Here in the capital, the band and the helicopters were part of a Recognition Day ceremony at the Pentagon. More than 1,000 families and friends of prisoners of war and those missing in action waited on the shadeless lawn to hear Gen. John W. Vessey Jr., Chairman of the Joint Chiefs of Staff, reassure them that the Administration has not forgotten their loved ones.  ''We in the military services have a special duty to those who served with us in combat,'' he said. Then, echoing the President, the general said: ''We write no last chapters. We close no books.'' America's involvement will not end, he said, until there has been a full accounting for those still missing.  The Pentagon ceremony, opened by Deputy Defense Secretary William H. Taft 4th with a 19-gun salute and closed by the helicopters in a ''Missing Man'' formation, was part of remembrances all across the country. It also coincided with the 16th annual national convention of the National League of Families of American Prisoners and Missing in Southeast Asia, meeting in suburban Alexandria, Va.  Vice President Bush spoke to the group in the afternoon, but his was not the name on everybody's lips. ''Rambo,'' it seems, was the favorite topic of speculation and discussion. Taken from the current motion picture about a Vietnam veteran who returns to rescue American P.O.W.'s, the name is also associated with a faction of the League of Families that wants the league, and the Government, to take more decisive action toward recovering the missing.  Mr. Bush did his part to fuel the hopes and answer the prayers of the convention-goers, announcing that the Laotian Government agreed this week to excavate the site of a United States jet crash in an effort to recover the remains of the fliers. It was reported earlier this month that a joint Laotian-United States excavation of another crash site, in Pakse, in eastern Laos, had produced 13 identifiable sets of remains.  One unifying element among those attending the convention is the feeling that Washington is not being honest with the families of the missing.  Two sisters from the West Coast, in their first trip to the national convention, thought for one hopeful moment that they had learned something about the whereabouts of their father, a Navy aviator shot down in the war zone more than 10 years ago. The sisters saw a Defense Department file today that indicated the father had survived and had been taken prisoner, but hours later they were told by Pentagon officials that the notification was merely a form letter that did not refer to their father and had made its way into his file by mistake.  Even the efforts the Administration is making to recover the missing in Laos are met with skepticism. The Government says the remains of an Air Force crew member, George MacDonald, shot down in a AC-130 gunship over Laos in 1972, were among those recovered in the Pakse excavation and were returned to Travis Air Force Base in California earlier this month. His brother Gregory is not so sure. ''I'm just distrustful of the Government's position,'' he said.  The suspicion stems from a lawsuit filed in the case of another Air Force man, Lieut. Col. Thomas T. Hart, that says the Air Force does not actually know whether the identities assigned to the recovered Pakse remains are accurate. A declaration filed in the suit by a forensic expert says it is impossible to determine whether the remains identified as Colonel Hart's are, in fact, his or whether they are even from the same person.  It is evidence like this that leaves people like Gregory MacDonald wondering. ''I don't know what the Government's motivation is,'' he said. ''There are so many upset people out there who feel there's been a fraud perpetrated.''  Debbie Stein of St. Louis says her brother, Cpl. Larry Green, has been missing since 1968. Her attitude might be indicative of the attitude of most of the crowd at the convention. She feels that ceremonies, like today's at the Pentagon, are too little, too late, but she is heartened by recent developments in talks with the Vietnamese and the Laotians, and she intends to give her support at next year's convention.  Still, she mused, ''It would be nice if there wasn't a next year.''  LANGUAGE: ENGLISH  GRAPHIC: Photo of Vice President Bush addressing the National League of Families of American Prisoners and Missing in South Asia (United Press International)                      ",July 19 1985 ,11
"   , Thailand, July 20   Laos said today that it would send a team of officials to Hawaii to join the United States in preparing for a search for servicemen missing in action from the war in Indochina.  Laos told the United States Embassy in Vientiane Thursday that it had accepted an American invitation to send a delegation to the Joint Casualty Resolution Center in Honolulu late this year, the Laotian press agency said in a broadcast monitored in Bangkok.  The agency said Laos was preparing for a joint excavation of the crash site of a United States aircraft during the next November-to-May dry season.  It said Laos pledged further cooperation in the search for missing servicemen and expressed hope ''the U.S. Government will take concrete, reasonable steps responding to this humanitarian and good-will attitude.''  LANGUAGE: ENGLISH                      ",July 20 1985 ,11
"      The United States proposed to Vietnam today that an American delegation go to Hanoi to discuss Vietnam's recent offer to resolve the missing-in-action issue, a State Department spokesman said.  The department spokesman, Bernard Kalb, said the proposed delegation would include officials from the Defense and State Departments, the National Security Council and the executive director of the National League of Families. He said he could not name the delegation members.  According to Mr. Kalb, there will be no change in United States policy toward Vietnam. There are 2,464 Americans still listed as missing in action in Southeast Asia, most of them in Vietnam.  The proposal was issued today through the United States Embassy in Bangkok in response to a Vietnamese offer, made in July, to resolve the issue within two years.  LANGUAGE: ENGLISH                      ",August 10 1985 ,11
"   , Vietnam, Aug. 14   The Government today turned over what may be the remains of 26 Americans missing in the Vietnam War. It also indicated acceptance of a proposed visit by senior United States officials later this month to resolve the entire issue of the missing in action.  Today an American team took custody of the latest remains and, after a ceremony, they were flown to Honolulu for analysis. If they can be identified, they would represent Vietnam's largest single delivery of remains since the end of the war.  The bones given to the American delegation today were packed in 26 numbered crates. A folded American flag was placed on top of each and they were carried one by one onto a C-130 transport plane as 18 United States soldiers, sailors and airmen saluted.  Vietnamese officials also provided unspecified material evidence, including identification tags, from six other servicemen missing in action, Previously Vietnam had handed over the remains of 99 missing, but 2,464 American servicemen and civilians are still unaccounted for in Indochina, more than half of them in Vietnam. The previous largest single delivery of remains was 22 sets of bones, in 1977.  On the American visit, for which a date has yet to be set, Col. Vo Dong Giang, a Deputy Foreign Minister, told reporters, ''I am confident in telling you that the proposal is acceptable.''  Diplomatic sources in Bangkok, Thailand, said the United States delegation would include Paul D. Wolfowitz, an Assistant Secretary of State; Richard L. Armitage, an Assistant Secretary of Defense, and Richard Childress, a member of the National Security Council staff. Mr. Armitage led a team here in February 1984.  Washington and Hanoi do not have diplomatic relations. Although the visit would not involve recognition of the Vietnamese Government, diplomatic sources said, it would have symbolic significance.  Colonel Giang said Vietnam would try to resolve the issue of the missing in the next two years, exerting ''our greatest efforts to find the remains until we believe that no matter what efforts, no more remains will be found.''  He expressed the hope that the United States would refrain from hostile statements so that Vietnam could resolve its security problems and concentrate on economic development.  LANGUAGE: ENGLISH  GRAPHIC: photo of remains of soldiers in coffins with Ameriacn flag draped (AP)                      ",August 14 1985 ,11
"    Vietnam took a step last week toward improving relations with the United States. It turned over the remains of 26 people who may have been among the 2,464 American servicemen missing when the Vietnam war ended in 1974.  A Vietnamese doctor said that, with the help of photographs, the remains of 20 of the men had been identified as Americans. No photographs had been available to identify five others, he said; the 26th person was an ethnic Asian. The remains were flown to Honolulu for analysis. Vietnam also turned over identification tags and other evidence from six other missing servicemen.  Until last week, Hanoi had returned remains of only 99 of the men missing in action in Vietnam, Cambodia and Laos. Some American officials have suggested that Vietnam is holding the remains of 400 others in hopes of negotiating concessions from the United States.  Vietnam also indicated last week its readiness to talk to a delegation of senior American officials in Hanoi on Aug. 28-29. Paul Wolfowitz, an Assistant Secretary of State, Richard Armitage, an Assistant Secretary of Defense, and Richard Childress, a National Security Council aide, are expected to go. Secretary of State George P. Shultz recently said he wanted to work on clearing up the issue of the missing servicemen ''as promptly and as decisively as possible.'' The United States has refused to establish diplomatic relations with Vietnam until the issue of the missing servicemen is resolved and until Vietnam ends its occupation of Cambodia. There has been no discernible progress on Cambodia.  LANGUAGE: ENGLISH  GRAPHIC: Photo of U.S. loading remains of M.I.A.'s onto plane in Hanoi(AP)                      ",August 18 1985 ,11
"      A United States delegation scheduled to meet with Vietnamese officials to discuss the fate of missing American servicemen postponed its departure for Hanoi today after learning that Foreign Minister Nguyen Co Thach would not be present for the meetings next week.  The Vietnamese Government announced in July that it was prepared to resolve within two years the question of Americans missing in action, and wanted to hold high-level talks to discuss it. Nearly 2,500 Americans are listed as missing in the Indochina war, more than half of them in Vietnam.  The American delegation that had been scheduled to leave Saturday planned to spend two days in Hanoi and half a day in Laos.  A State Department statement said only that the delegation ''may have to reschedule'' the trip because of ''some difficulty in scheduling participation on the Vietnamese side.''  A senior Administration official said Mr. Thach's participation was considered crucial. Mr. Thach was in Indonesia this week and there were unconfirmed reports he had gone on to Moscow. The official said there was hope that the Vietnamese would offer ''clarification'' and that the delegation could leave with a delay of only a day or two.  LANGUAGE: ENGLISH                      ",August 23 1985 ,11
"   , Vietnam, Aug. 28   Vietnam offered a two-year plan today to resolve the issue of nearly 1,400 Americans missing in action in the Vietnam War.  Deputy Foreign Minister Hoang Bich Son told reporters Vietnam would welcome United States aid in financing the search for remains, but had not requested it. He said the American side brought up the possibility of financing searches for missing soldiers.  He did not give details of the Vietnam plan and said the American delegation had submitted its own proposals.  Mr. Son and five other Vietnamese officials met in Hanoi with a four-member United States delegation headed by Richard Childress, a member of the National Security Council. Also in the team is Ann Mills Griffiths, executive director of the National League of Families of American Prisoners and Missing in Southeast Asia.  Of the 2,464 American servicemen and civilians still listed as missing in Indochina, 1,375 disappeared in Vietnam.  LANGUAGE: ENGLISH                      ",August 29 1985 ,11
"   , Vietnam, Aug. 29   The head of an American delegation said today that the United States and Vietnam were working on a unified plan to account for nearly 1,400 Americans still missing in the Vietnam War.  Vietnamese officials have pledged to resolve the issue of the missing soldiers in ''a very short time,'' said Richard Childress, a member of the National Security Council.  Mr. Childress would not give details of the plans under discussion, but he said there were common features in the proposals submitted at the talks. He described the negotiations as ''very substantive.'' The talks ended today.  Col. Vo Dong Giang, a Deputy Foreign Minister, said that Vietnam had offered a three-step plan and would welcome more meetings this year with American officials.  LANGUAGE: ENGLISH                      ",August 29 1985 ,11
